	TCGA-2A-A8VL	TCGA-2A-A8VO	TCGA-2A-A8VT	TCGA-2A-A8VV	TCGA-2A-A8VX	TCGA-2A-A8W1	TCGA-2A-A8W3	TCGA-2A-AAYF	TCGA-2A-AAYO	TCGA-2A-AAYU	TCGA-4L-AA1F	TCGA-CH-5737	TCGA-CH-5738	TCGA-CH-5739	TCGA-CH-5740	TCGA-CH-5741	TCGA-CH-5743	TCGA-CH-5744	TCGA-CH-5745	TCGA-CH-5746	TCGA-CH-5748	TCGA-CH-5750	TCGA-CH-5751	TCGA-CH-5752	TCGA-CH-5753	TCGA-CH-5754	TCGA-CH-5761	TCGA-CH-5762	TCGA-CH-5763	TCGA-CH-5764	TCGA-CH-5765	TCGA-CH-5766	TCGA-CH-5767	TCGA-CH-5768	TCGA-CH-5769	TCGA-CH-5771	TCGA-CH-5772	TCGA-CH-5788	TCGA-CH-5789	TCGA-CH-5790	TCGA-CH-5791	TCGA-CH-5792	TCGA-CH-5794	TCGA-EJ-5494	TCGA-EJ-5495	TCGA-EJ-5496	TCGA-EJ-5497	TCGA-EJ-5498	TCGA-EJ-5499	TCGA-EJ-5501	TCGA-EJ-5502	TCGA-EJ-5503	TCGA-EJ-5504	TCGA-EJ-5505	TCGA-EJ-5506	TCGA-EJ-5507	TCGA-EJ-5508	TCGA-EJ-5509	TCGA-EJ-5510	TCGA-EJ-5511	TCGA-EJ-5512	TCGA-EJ-5514	TCGA-EJ-5515	TCGA-EJ-5516	TCGA-EJ-5517	TCGA-EJ-5518	TCGA-EJ-5519	TCGA-EJ-5521	TCGA-EJ-5522	TCGA-EJ-5524	TCGA-EJ-5525	TCGA-EJ-5526	TCGA-EJ-5527	TCGA-EJ-5530	TCGA-EJ-5531	TCGA-EJ-5532	TCGA-EJ-5542	TCGA-EJ-7115	TCGA-EJ-7123	TCGA-EJ-7125	TCGA-EJ-7218	TCGA-EJ-7312	TCGA-EJ-7314	TCGA-EJ-7315	TCGA-EJ-7317	TCGA-EJ-7318	TCGA-EJ-7321	TCGA-EJ-7325	TCGA-EJ-7327	TCGA-EJ-7328	TCGA-EJ-7330	TCGA-EJ-7331	TCGA-EJ-7781	TCGA-EJ-7782	TCGA-EJ-7783	TCGA-EJ-7784	TCGA-EJ-7785	TCGA-EJ-7786	TCGA-EJ-7788	TCGA-EJ-7789	TCGA-EJ-7791	TCGA-EJ-7792	TCGA-EJ-7793	TCGA-EJ-7794	TCGA-EJ-7797	TCGA-EJ-8468	TCGA-EJ-8469	TCGA-EJ-8470	TCGA-EJ-8472	TCGA-EJ-8474	TCGA-EJ-A46B	TCGA-EJ-A46D	TCGA-EJ-A46E	TCGA-EJ-A46F	TCGA-EJ-A46G	TCGA-EJ-A46H	TCGA-EJ-A46I	TCGA-EJ-A65B	TCGA-EJ-A65D	TCGA-EJ-A65E	TCGA-EJ-A65F	TCGA-EJ-A65G	TCGA-EJ-A65J	TCGA-EJ-A65M	TCGA-EJ-A6RA	TCGA-EJ-A6RC	TCGA-EJ-A7NF	TCGA-EJ-A7NG	TCGA-EJ-A7NH	TCGA-EJ-A7NJ	TCGA-EJ-A7NK	TCGA-EJ-A7NM	TCGA-EJ-A7NN	TCGA-EJ-A8FN	TCGA-EJ-A8FO	TCGA-EJ-A8FP	TCGA-EJ-A8FS	TCGA-EJ-A8FU	TCGA-EJ-AB20	TCGA-EJ-AB27	TCGA-FC-7708	TCGA-FC-7961	TCGA-FC-A4JI	TCGA-FC-A5OB	TCGA-FC-A66V	TCGA-FC-A6HD	TCGA-FC-A8O0	TCGA-G9-6329	TCGA-G9-6332	TCGA-G9-6333	TCGA-G9-6336	TCGA-G9-6338	TCGA-G9-6339	TCGA-G9-6342	TCGA-G9-6343	TCGA-G9-6347	TCGA-G9-6348	TCGA-G9-6351	TCGA-G9-6353	TCGA-G9-6354	TCGA-G9-6356	TCGA-G9-6361	TCGA-G9-6362	TCGA-G9-6363	TCGA-G9-6364	TCGA-G9-6365	TCGA-G9-6366	TCGA-G9-6367	TCGA-G9-6369	TCGA-G9-6370	TCGA-G9-6371	TCGA-G9-6373	TCGA-G9-6377	TCGA-G9-6378	TCGA-G9-6379	TCGA-G9-6384	TCGA-G9-6385	TCGA-G9-6494	TCGA-G9-6496	TCGA-G9-6498	TCGA-G9-6499	TCGA-G9-7509	TCGA-G9-7510	TCGA-G9-7519	TCGA-G9-7521	TCGA-G9-7522	TCGA-G9-7523	TCGA-G9-7525	TCGA-G9-A9S0	TCGA-G9-A9S4	TCGA-G9-A9S7	TCGA-H9-7775	TCGA-H9-A6BX	TCGA-H9-A6BY	TCGA-HC-7075	TCGA-HC-7077	TCGA-HC-7078	TCGA-HC-7079	TCGA-HC-7080	TCGA-HC-7081	TCGA-HC-7209	TCGA-HC-7210	TCGA-HC-7211	TCGA-HC-7212	TCGA-HC-7213	TCGA-HC-7230	TCGA-HC-7231	TCGA-HC-7232	TCGA-HC-7233	TCGA-HC-7736	TCGA-HC-7737	TCGA-HC-7738	TCGA-HC-7740	TCGA-HC-7742	TCGA-HC-7744	TCGA-HC-7745	TCGA-HC-7747	TCGA-HC-7748	TCGA-HC-7749	TCGA-HC-7750	TCGA-HC-7752	TCGA-HC-7817	TCGA-HC-7818	TCGA-HC-7819	TCGA-HC-7820	TCGA-HC-7821	TCGA-HC-8213	TCGA-HC-8216	TCGA-HC-8256	TCGA-HC-8257	TCGA-HC-8258	TCGA-HC-8259	TCGA-HC-8260	TCGA-HC-8261	TCGA-HC-8262	TCGA-HC-8264	TCGA-HC-8265	TCGA-HC-8266	TCGA-HC-A48F	TCGA-HC-A4ZV	TCGA-HC-A631	TCGA-HC-A632	TCGA-HC-A6AL	TCGA-HC-A6AN	TCGA-HC-A6AO	TCGA-HC-A6AP	TCGA-HC-A6AQ	TCGA-HC-A6AS	TCGA-HC-A6HX	TCGA-HC-A6HY	TCGA-HC-A76W	TCGA-HC-A76X	TCGA-HC-A8CY	TCGA-HC-A8D0	TCGA-HC-A8D1	TCGA-HC-A9TE	TCGA-HC-A9TH	TCGA-HI-7168	TCGA-HI-7169	TCGA-HI-7170	TCGA-HI-7171	TCGA-J4-8198	TCGA-J4-8200	TCGA-J4-A67K	TCGA-J4-A67L	TCGA-J4-A67M	TCGA-J4-A67N	TCGA-J4-A67O	TCGA-J4-A67Q	TCGA-J4-A67R	TCGA-J4-A67S	TCGA-J4-A67T	TCGA-J4-A6G1	TCGA-J4-A6G3	TCGA-J4-A6M7	TCGA-J4-A83I	TCGA-J4-A83J	TCGA-J4-A83K	TCGA-J4-A83L	TCGA-J4-A83M	TCGA-J4-A83N	TCGA-J4-AATV	TCGA-J4-AATZ	TCGA-J4-AAU2	TCGA-J9-A52B	TCGA-J9-A52C	TCGA-J9-A52D	TCGA-J9-A52E	TCGA-J9-A8CK	TCGA-J9-A8CL	TCGA-J9-A8CM	TCGA-J9-A8CN	TCGA-J9-A8CP	TCGA-KC-A4BL	TCGA-KC-A4BN	TCGA-KC-A4BR	TCGA-KC-A4BV	TCGA-KC-A7F3	TCGA-KC-A7F5	TCGA-KC-A7F6	TCGA-KC-A7FA	TCGA-KC-A7FD	TCGA-KC-A7FE	TCGA-KK-A59V	TCGA-KK-A59X	TCGA-KK-A59Y	TCGA-KK-A59Z	TCGA-KK-A5A1	TCGA-KK-A6DY	TCGA-KK-A6E0	TCGA-KK-A6E1	TCGA-KK-A6E2	TCGA-KK-A6E3	TCGA-KK-A6E4	TCGA-KK-A6E5	TCGA-KK-A6E6	TCGA-KK-A6E7	TCGA-KK-A6E8	TCGA-KK-A7AP	TCGA-KK-A7AQ	TCGA-KK-A7AU	TCGA-KK-A7AV	TCGA-KK-A7AW	TCGA-KK-A7AY	TCGA-KK-A7AZ	TCGA-KK-A7B0	TCGA-KK-A7B1	TCGA-KK-A7B2	TCGA-KK-A7B3	TCGA-KK-A7B4	TCGA-KK-A8I4	TCGA-KK-A8I5	TCGA-KK-A8I6	TCGA-KK-A8I7	TCGA-KK-A8I8	TCGA-KK-A8I9	TCGA-KK-A8IA	TCGA-KK-A8IB	TCGA-KK-A8IC	TCGA-KK-A8ID	TCGA-KK-A8IF	TCGA-KK-A8IG	TCGA-KK-A8IH	TCGA-KK-A8II	TCGA-KK-A8IJ	TCGA-KK-A8IK	TCGA-KK-A8IL	TCGA-KK-A8IM	TCGA-M7-A71Y	TCGA-M7-A71Z	TCGA-M7-A720	TCGA-M7-A721	TCGA-M7-A722	TCGA-M7-A723	TCGA-M7-A724	TCGA-M7-A725	TCGA-MG-AAMC	TCGA-QU-A6IL	TCGA-QU-A6IM	TCGA-QU-A6IN	TCGA-QU-A6IO	TCGA-QU-A6IP	TCGA-SU-A7E7	TCGA-TK-A8OK	TCGA-TP-A8TT	TCGA-TP-A8TV	TCGA-V1-A8MF	TCGA-V1-A8MG	TCGA-V1-A8MJ	TCGA-V1-A8MK	TCGA-V1-A8ML	TCGA-V1-A8MM	TCGA-V1-A8MU	TCGA-V1-A8WL	TCGA-V1-A8WN	TCGA-V1-A8WS	TCGA-V1-A8WV	TCGA-V1-A8WW	TCGA-V1-A8X3	TCGA-V1-A9O5	TCGA-V1-A9O7	TCGA-V1-A9O9	TCGA-V1-A9OA	TCGA-V1-A9OF	TCGA-V1-A9OH	TCGA-V1-A9OL	TCGA-V1-A9OQ	TCGA-V1-A9OT	TCGA-V1-A9OX	TCGA-V1-A9OY	TCGA-V1-A9Z7	TCGA-V1-A9Z8	TCGA-V1-A9Z9	TCGA-V1-A9ZG	TCGA-V1-A9ZI	TCGA-V1-A9ZK	TCGA-V1-A9ZR	TCGA-VN-A88I	TCGA-VN-A88K	TCGA-VN-A88L	TCGA-VN-A88M	TCGA-VN-A88N	TCGA-VN-A88O	TCGA-VN-A88P	TCGA-VN-A88Q	TCGA-VN-A88R	TCGA-VN-A943	TCGA-VP-A872	TCGA-VP-A875	TCGA-VP-A876	TCGA-VP-A878	TCGA-VP-A879	TCGA-VP-A87B	TCGA-VP-A87C	TCGA-VP-A87D	TCGA-VP-A87E	TCGA-VP-A87H	TCGA-VP-A87J	TCGA-VP-A87K	TCGA-VP-AA1N	TCGA-WW-A8ZI	TCGA-X4-A8KQ	TCGA-X4-A8KS	TCGA-XA-A8JR	TCGA-XJ-A83F	TCGA-XJ-A83G	TCGA-XJ-A83H	TCGA-XJ-A9DI	TCGA-XJ-A9DK	TCGA-XJ-A9DQ	TCGA-XJ-A9DX	TCGA-XK-AAIR	TCGA-XK-AAIV	TCGA-XK-AAIW	TCGA-XK-AAJ3	TCGA-XK-AAJA	TCGA-XK-AAJP	TCGA-XK-AAJR	TCGA-XK-AAJT	TCGA-XK-AAJU	TCGA-XK-AAK1	TCGA-XQ-A8TA	TCGA-XQ-A8TB	TCGA-Y6-A8TL	TCGA-Y6-A9XI	TCGA-YJ-A8SW	TCGA-YL-A8HJ	TCGA-YL-A8HK	TCGA-YL-A8HL	TCGA-YL-A8HM	TCGA-YL-A8HO	TCGA-YL-A8S8	TCGA-YL-A8S9	TCGA-YL-A8SA	TCGA-YL-A8SB	TCGA-YL-A8SC	TCGA-YL-A8SF	TCGA-YL-A8SH	TCGA-YL-A8SI	TCGA-YL-A8SJ	TCGA-YL-A8SK	TCGA-YL-A8SL	TCGA-YL-A8SO	TCGA-YL-A8SP	TCGA-YL-A8SQ	TCGA-YL-A8SR	TCGA-YL-A9WH	TCGA-YL-A9WI	TCGA-YL-A9WJ	TCGA-YL-A9WK	TCGA-YL-A9WL	TCGA-YL-A9WX	TCGA-YL-A9WY	TCGA-ZG-A8QW	TCGA-ZG-A8QX	TCGA-ZG-A8QY	TCGA-ZG-A8QZ	TCGA-ZG-A9KY	TCGA-ZG-A9L0	TCGA-ZG-A9L1	TCGA-ZG-A9L2	TCGA-ZG-A9L4	TCGA-ZG-A9L5	TCGA-ZG-A9L6	TCGA-ZG-A9L9	TCGA-ZG-A9LB	TCGA-ZG-A9LM	TCGA-ZG-A9LN	TCGA-ZG-A9LS	TCGA-ZG-A9LU	TCGA-ZG-A9LY	TCGA-ZG-A9LZ	TCGA-ZG-A9M4	TCGA-ZG-A9MC	TCGA-ZG-A9N3	TCGA-ZG-A9ND	TCGA-ZG-A9NI
HPN	2052.518	7060.2779	3851.4669	4640.5412	5496.4101	10476.2082	9817.6119	9046.6851	6737.2732	4542.9539	1972.7155	11702.6704	4035.2901	8323.132	5181.274	10310.0217	394.2009	9159.5007	6095.4078	3162.5846	6399.0826	5160.5303	2961.5784	4854.9291	7792.9804	3307.4137	1320.3896	2068.1699	1231.3716	4541.4342	5533.5864	3699.6893	9683.2796	3968.7221	2235.4649	3747.5683	3654.5455	4318.1818	637.3146	7620.8765	3275.1104	3496.8186	3633.8072	10418.3816	3266.3911	5745.6849	4944.3721	1945.8735	2948.9662	5847.982	4196.6145	1245.3682	5963.8012	3716.7857	1793.2692	2427.4944	3139.6648	6486.6367	3694.3479	5405.2203	2291.2181	1134.2783	860.1345	3897.3704	2972.9219	4752.0559	5774.1047	8925.7541	2641.7015	3546.6199	1085.3735	2986.5103	2550.8503	6903.42	3813.8872	6384.3826	1976.2182	5342.2135	8846.2786	3638.2076	17407.4606	15555.5453	5565.6093	6257.5145	9372.9854	8357.2208	7882.1535	23413.6421	3183.3607	3676.9961	2897.3355	4437.3604	2837.5286	5924.3323	2890.0587	6154.703	5452.1232	4494.1302	6617.5115	3865.4192	3404.3539	2912.6595	4714.1167	4058.9295	3384.9969	2895.1782	6618.3146	2304.3754	7995.2533	6302.8721	3466.2953	5874.1259	1779.7382	14576.2909	7030.4348	162.381	4225.423	8352.8588	13936.9398	6823.7787	7547.5403	12434.8581	10576.089	8135.8564	4209.0402	3801.9268	11503.1247	2233.9294	6566.1663	2662.6063	2663.837	5199.2531	4614.5145	6623.6296	3450.0719	978.2975	7696.945	1758.3012	31.2734	2797.2055	4652.7002	4017.1345	3221.0005	4316.3842	1758.05	27090.008	316.0423	3321.6839	9395.5224	5800	2799.5447	5995.2026	6758.677	5056.1308	12982.5596	4200.6689	6254.5629	6167.6884	2932.3225	11679.7497	3556.909	6572.4679	6717.9068	5469.6814	3755.4276	3633.5055	10713.0964	1200.572	9356.3437	1039.9576	9651.4763	6427.1509	5857.5712	2032.0095	2857.7606	3904.2639	2652.5124	2972.5072	8428.1609	8878.2301	6329.4203	4093.3347	6017.1632	3485.2447	1942.4815	3162.8488	10.3905	16207.8651	3559.3443	6541.1268	6890.1103	5595.5559	114.0991	12648.5546	8092.9117	7046.7913	3480.9628	605.939	8416.6246	5445.2699	7960.511	8192.0886	2597.7588	8409.0071	2700.8547	3375.8686	5576.3939	3899.5788	3018.2427	4644.9237	4773.2513	6175.7621	2040.5405	3546.3415	8091.2616	2046.8598	2911.9835	4860.9403	7139.153	4129.261	5392.8836	4861.3542	7629.3729	9555.2581	5597.3312	7577.058	7936.107	4341.1546	7906.5214	6037.861	3613.7993	7104.3119	2920.6549	5462.069	6736.1825	2867.0506	7617.9781	1572.9412	3391.6846	4066.5211	3321.4115	6299.7491	13502.379	17230.1907	12372.5558	9894.027	10866.6591	4672.3849	4509.1202	7135.3895	1537.4344	12185.6878	9108.0275	6423.1385	5451.5968	3402.4568	2702.4568	3262.0363	1408.6496	2793.6011	10254.0058	5375.8049	3999.9535	10651.6517	9187.188	6287.5932	9632.8042	7566.3501	5102.7851	5524.423	10535.6575	3678.2348	3862.1879	1526.0516	6469.2154	6486.8321	5327.3385	5546.2174	4741.1873	15694.5861	10565.9141	2583.8403	3888.183	9048.3258	7489.293	3406.8018	2619.3103	1962.0167	6370.5809	3244.9552	3939.0605	10951.3855	3936.7074	1472.3404	5105.2703	5284.2205	4568.2451	9328.3094	10515.0844	5071.9567	4928.7382	14392.1754	4703.6592	4041.08	6370.9592	6001.7009	3840.0927	3482.9123	3765.5383	3930.2048	7218.327	8555.7737	3065.4246	13368.8627	5142.876	3594.3269	940.0923	11177.5654	11406.2491	9140.7291	10426.2381	6862.1725	18195.4751	9226.9257	14784.9667	8983.6501	8565.9306	4111.4192	7370.1496	10122.3902	3533.2072	4764.7762	7653.2741	4577.5816	7539.8907	7150.86	4930.3533	5160.9446	4688.9557	5077.7202	9280.6222	2981.2709	5036.1688	10416.6382	6590.547	11583.844	2834.4549	3259.113	4511.7344	17019.2257	1457.9151	9027.2772	8018.4248	3723.4598	12904.64	7125.151	7294.1176	11280.4878	8268.6519	16037.1788	14167.7937	8209.3186	4089.8142	2470.7706	4050.3515	12296.1894	8273.7864	5851.1081	5532.5832	3316.7646	8362.7154	8712.9441	6198.8514	2738.5817	2630.2622	11814.9967	3262.7451	1687.5131	5306.6491	2757.4853	3500.4608	4211.7121	2272.0856	5771.9372	5927.9225	3388.2963	14590.4815	5182.1809	6716.3915	5860.4229	5124.942	4095.1866	6947.0783	8425.5282	4870.0087	5168.9209	9998.0982	1440.8046	11136.6029	6407.0523	9323.9755	8442.131	10330.7966	6374.0259	9294.5611	6770.6322	13472.2655	5999.702	15295.6022	8404.5035	7000.417	6634.4545	7043.6074	1897.1903	9436.0654	3031.1263	4934.5228	4542.6647	7093.5085	7792.5418	9892.5986	4450.6927	3349.8759	5042.8773	11480.3035	10180.8086	5496.8491	1008.7922	2381.5866	6083.02	6445.9145	3692.4063	4101.2043	10206.0963	5949.417	4938.4778	6678.6193	4985.0798	3335.4986	1887.3386	13449.8407	3017.1103	5190.971	7888.3296	7393.663	2314.0216	4970.7269	3587.8883	3139.9749	4337.7455	2727.2611	2951.3017	7574.4926	9667.0292	980.715	6387.1161	4462.4438	6982.5581	5842.3695	1593.7418	957.1014	7599.8505	3709.328	12994.4858	3426.3736	4983.334	5851.8326	4175.5927	8014.425	4135.8646	14655.7471	2650.158	1487.8697	5247.2639	5442.8071	9068.3518	4775.4854	5298.1362	3335.1329	1323.5534	3623.2926	4807.2913	7592.5555	1109.9703	2560.2755	1641.8733	3355.6439	815.3427	2302.269	2608.9004	2219.3057	6599.1021	548.9107	1215.2152	1436.1514	6806.156	3195.3348
SLC43A1	1527.2915	2494.9904	475	2745.7348	2069.2782	1824.1058	1413.2079	3241.511	3056.6335	1703.7664	264.6167	1612.1961	2237.2108	5066.7727	2110.2072	1130.6176	402.4853	2120.4346	1929.9287	1619.5106	2972.4771	2732.1781	1585.1506	2712.766	1190.6903	1391.4843	321.6986	1803.4984	619.6015	3361.0363	2359.3422	548.1533	3712.5187	3627.9712	2393.6189	1343.446	1458.498	10608.2251	1084.7224	3190.0078	571.0215	1212.8141	2191.9036	656.1439	1942.1347	3208.3333	2367.6975	1063.7728	1624.0077	1094.1435	1664.3593	982.4228	1604.3621	1853.2143	351.9231	263.3358	1650.0762	4125.9354	694.4287	3760.0094	2175.0708	442.8416	1146.9912	1265.6233	1777.3929	1537.4563	485.9504	1544.9536	999.4708	802.361	1816.6981	1639.8827	1328.2743	2210.6703	2314.3963	2011.5012	1507.733	2302.4486	4300.3685	281.4861	4372.7068	966.7149	3010.3506	2046.5318	2444.7429	3846.8534	3328.9529	4882.9787	1437.4621	2137.8823	1952.532	1618.2336	3310.2321	3121.9585	901.8082	3709.4678	3245.9062	1909.9964	1641.8936	928.3628	1029.1802	1848.5443	1830.4416	2871.3372	2123.4612	988.819	1346.9855	921.3697	862.2734	1737.5979	1244.5682	2200.4662	560.0455	2438.9818	963.587	308.0952	1705.5804	3268.6202	6629.1258	1872.631	1097.8551	3264.0417	2695.8357	4048.5201	1398.995	2067.4374	4666.1815	988.0318	1491.1219	607.2408	1612.3373	1116.7947	1144.8452	2626.6137	1608.3099	879.7431	3547.8615	863.3441	533.6878	1859.3904	1310.3645	1243.6028	2876.094	232.58	523.4124	1486.8106	238.2325	1863.3836	2609.7454	1989.8687	1506.0073	2812.3667	848.7818	1174.9319	3724.8833	3125.3604	1281.4601	2115.0379	1863.5355	2585.8931	1433.5744	2304.4216	1338.3483	1588.9003	1803.2787	1329.9083	1015.69	1042.1881	4655.0821	365.983	3330.0631	1339.8184	3891.3043	1411.9739	1616.0618	1026.8797	1490.092	1471.071	3464.7989	469.1386	1641.322	2460.8841	2053.1088	2440.2278	149.0003	821.0468	877.105	5215.5836	1169.1803	2281.0626	897.0588	3462.3995	440.4319	4723.1932	1959.1978	3118.8019	1851.2035	334.6709	2491.3924	1374.9381	3535.0368	566.4862	529.0475	2550.3326	570.5128	2349.6526	1288.197	636.5513	2855.0278	1069.4371	1410.8378	4561.0603	1897.3818	953.0957	3863.2879	1656.2009	1994.2149	1697.5468	1683.6646	1916.1194	4080.0593	1530.1704	2934.3234	2856.5966	3150.302	953.7192	3927.1917	3760.6456	2752.3517	2165.9617	1856.0335	2385.3211	1448.9924	1743.9865	3149.0781	932.0961	3991.5549	803.9216	469.7095	428.2744	365.7606	635.0197	3194.5768	1178.7679	1344.9034	4199.9037	2950.4928	2765.6904	1649.6781	3373.5695	1498.3309	3508.9713	1501.1451	3087.0836	1959.0818	300.6173	289.6573	806.2352	1309.797	2036.0219	1728.3878	2443.8289	2683.3894	4498.999	1899.7504	2028.9347	1427.5132	4683.4673	3763.9257	2607.0853	2946.1367	2034.7044	1329.3065	906.9793	2290.3546	1164.3294	2171.5875	2776.0803	2220.2247	3486.2385	3729.2707	1356.5695	503.4747	3308.476	966.9842	714.8463	8311.7241	2462.085	1948.5649	991.0314	878.0962	2742.4581	491.9139	648.0851	1884.7882	1907.7947	408.5422	3256.784	2103.0195	2786.4534	4011.8753	1549.7342	1149.8503	1243.5714	1788.0233	1466.1866	1689.4554	1144.6261	1164.2762	1225.5338	1379.1508	1430.2279	1611.9905	3858.0338	3228.5504	1086.8978	222.6534	7172.0322	270.2436	3541.0648	445.2029	2153.6034	4892.3077	1559.3338	2293.6254	6100.7577	3823.489	804.3959	655.9264	1634.8534	967.8691	3264.3837	2234.749	727.8181	2337.7049	1580.344	282.6758	3265.4354	938.0165	633.32	10501.6202	2030.5419	1318.8212	2767.6733	1210.9407	8519.2201	952.445	1259.9316	1560.3892	2647.7733	835.5212	2455.4311	1152.2485	1400.2705	1472.449	397.8745	2232.6797	6584.0108	7947.4991	4656.0962	4884.6154	4667.1331	503.0973	933.5695	847.7006	3734.6882	3490.6149	1188.9186	1534.5975	1389.1999	2401.594	1208.5378	1420.5031	1522.2356	1305.7313	4675.1152	3938.8776	609.9142	4126.3201	199.4996	1764.5377	1308.8883	485.4972	2889.7974	2363.4161	846.7836	4175.393	3553.1915	3466.6327	1546.5226	2015.0279	2308.8156	993.3848	834.1893	3037.2617	1410.8541	778.3705	425.8621	2530.3648	2387.9017	3907.1804	177.3074	1480.63	2531.8376	1735.7466	1976.5287	2823.3184	835.0469	2618.9781	4715.9527	2800.4255	1516.1992	6520.6935	1508.9085	936.0753	2485.9529	4934.0734	988.024	2418.2675	2442.6123	1260.4909	1982.8851	1938.7924	2620.5212	3694.9286	2930.4182	3158.4906	300.2445	529.9685	1779.3579	1873.1563	772.5111	663.5901	4453.4118	1754.6242	2754.7841	6196.4944	798.9675	906.8034	946.6717	2394.5642	157.2451	1676.0239	3454.3534	930.8881	956.1151	2345.8257	844.2784	497.9044	5893.4936	2587.1453	5789.9602	2371.6331	1695.855	1657.8324	338.6412	1679.6776	3117.8647	1794.7799	936.0427	782.4957	1915.4866	5192	2801.1003	2700	1952.4376	191.3095	8041.3182	1755.2826	1972.0952	2567.6994	1280.8507	535.0615	1135.2821	2007.2138	298.6835	1154.1262	752.6316	1750	594.621	916.9274	452.2192	403.8897	726.1442	976.4638	1033.0579	3412.3663	1167.3161	907.6175	705.4391	465.707	1579.7317	105.9376	378.8789	919.4245	2645.6856	146.5405
